Hugo_Symbol,GATA2-High,GATA2-Low,pval,or,ci.up,ci.low,adjPval
TNFRSF21,0,5,0.0607760926386449,0,1.0917646437302,0,0.438024039794637
TSHZ3,0,5,0.0607760926386449,0,1.0917646437302,0,0.438024039794637
TTC21A,0,5,0.0607760926386449,0,1.0917646437302,0,0.438024039794637
XPO5,0,5,0.0607760926386449,0,1.0917646437302,0,0.438024039794637
CTNND2,2,9,0.0614360112710634,0.216722392336501,1.06841046938893,0.0224728898078254,0.438024039794637
KIF19,2,9,0.0614360112710634,0.216722392336501,1.06841046938893,0.0224728898078254,0.438024039794637
RANBP2,2,9,0.0614360112710634,0.216722392336501,1.06841046938893,0.0224728898078254,0.438024039794637
ZNF831,2,9,0.0614360112710634,0.216722392336501,1.06841046938893,0.0224728898078254,0.438024039794637
AXIN1,8,18,0.0651449167670719,0.424506571608164,1.06048686888637,0.155198378642684,0.438024039794637
AIM1,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
BRINP2,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
CFB,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
DSEL,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
FLNC,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
GPR179,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
ITPR2,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
KDR,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
KIF26A,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
OR5D18,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
SLITRK4,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
TLR8,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
ZNF135,6,1,0.0665323385069625,6.21819930910981,288.39756067812,0.742730211445376,0.438024039794637
ABCA7,1,7,0.0672958744266109,0.140233285833099,1.1098739338792,0.00308569808389531,0.438024039794637
CLSTN2,1,7,0.0672958744266109,0.140233285833099,1.1098739338792,0.00308569808389531,0.438024039794637
COBLL1,1,7,0.0672958744266109,0.140233285833099,1.1098739338792,0.00308569808389531,0.438024039794637
DMXL1,1,7,0.0672958744266109,0.140233285833099,1.1098739338792,0.00308569808389531,0.438024039794637
IGSF9B,1,7,0.0672958744266109,0.140233285833099,1.1098739338792,0.00308569808389531,0.438024039794637
UTP20,1,7,0.0672958744266109,0.140233285833099,1.1098739338792,0.00308569808389531,0.438024039794637
DNAH10,4,12,0.0703812191459593,0.322781160527217,1.09222937008137,0.0744018810961745,0.454052289888534
APC,9,3,0.0855880657377838,3.13276604924017,18.2912022345736,0.764989296424903,0.494273195923532
LZTR1,9,3,0.0855880657377838,3.13276604924017,18.2912022345736,0.764989296424903,0.494273195923532
UNC79,9,3,0.0855880657377838,3.13276604924017,18.2912022345736,0.764989296424903,0.494273195923532
SPTBN1,3,10,0.086492591623188,0.292327373575895,1.16126354119339,0.0508365425411333,0.494273195923532
ABCA12,5,13,0.0880182059115784,0.372245244752093,1.14312963888245,0.101655487472854,0.494273195923532
KEAP1,5,13,0.0880182059115784,0.372245244752093,1.14312963888245,0.101655487472854,0.494273195923532
HMCN1,8,17,0.0955697690603258,0.452179093943713,1.14197346346203,0.164177804205408,0.494273195923532
ANK3,7,2,0.103516771865474,3.63178426859252,36.2920602380707,0.678738215252455,0.494273195923532
CTTNBP2,7,2,0.103516771865474,3.63178426859252,36.2920602380707,0.678738215252455,0.494273195923532
MAST4,7,2,0.103516771865474,3.63178426859252,36.2920602380707,0.678738215252455,0.494273195923532
SCN10A,7,2,0.103516771865474,3.63178426859252,36.2920602380707,0.678738215252455,0.494273195923532
COL16A1,2,8,0.10450670661075,0.245187205808298,1.25261559757385,0.0250202653232779,0.494273195923532
KIT,2,8,0.10450670661075,0.245187205808298,1.25261559757385,0.0250202653232779,0.494273195923532
LAMA5,2,8,0.10450670661075,0.245187205808298,1.25261559757385,0.0250202653232779,0.494273195923532
MAN2A1,2,8,0.10450670661075,0.245187205808298,1.25261559757385,0.0250202653232779,0.494273195923532
MYH1,2,8,0.10450670661075,0.245187205808298,1.25261559757385,0.0250202653232779,0.494273195923532
ZNF638,2,8,0.10450670661075,0.245187205808298,1.25261559757385,0.0250202653232779,0.494273195923532
NOS1,10,4,0.109797242243151,2.61239715262178,11.635986582941,0.735749699491325,0.494273195923532
TG,4,11,0.1108348099541,0.354146278887329,1.22486293498738,0.0806282732890662,0.494273195923532
CTNNB1,40,54,0.118890630766318,0.677079023426213,1.11657228053064,0.408133476644216,0.494273195923532
ATF7IP,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
C16orf96,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
CDH1,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
CHUK,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
COL4A4,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
COL5A3,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
DCAF6,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
DPP6,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
EBF1,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
GBP2,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
GPRC6A,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
GTF3C1,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
LGSN,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
LHCGR,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
NMUR2,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
PLEKHA5,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
PRRC2B,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
SCN5A,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
SF3B3,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
SMG7,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
TRDN,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
USP24,5,1,0.120308587066475,5.15329198344463,245.740109143177,0.568460371931984,0.494273195923532
ARHGEF10L,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
ARHGEF12,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
BRPF1,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
C12orf55,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
CNTN2,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
COL20A1,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
EXO1,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
FBN3,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
GRM8,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
JARID2,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
KIAA1551,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
KTN1,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
LAMB2,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
MCM7,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
MYO15A,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
MYOCD,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
NSD1,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
NTRK2,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
PRDM16,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
PTEN,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
SCN2A,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
SOS1,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
TECTA,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
ZNF835,1,6,0.121364749067644,0.164515356599498,1.37733568421784,0.0035470436323797,0.494273195923532
FAT2,5,12,0.133984663551367,0.405595765914909,1.26986745050771,0.109501604110378,0.53963988800523
LRP2,5,12,0.133984663551367,0.405595765914909,1.26986745050771,0.109501604110378,0.53963988800523
AHCTF1,8,3,0.138130352269232,2.76907133148223,16.4731886940462,0.650904033887759,0.547266450023208
KIAA1217,8,3,0.138130352269232,2.76907133148223,16.4731886940462,0.650904033887759,0.547266450023208
TENM2,8,3,0.138130352269232,2.76907133148223,16.4731886940462,0.650904033887759,0.547266450023208
KMT2D,6,13,0.155765401738556,0.44908665784572,1.30242954491175,0.136650978953923,0.585768574577238
DNAH14,9,4,0.169784350237498,2.33788116268062,10.5892761804714,0.63769058145285,0.585768574577238
SETD2,4,10,0.171034081654047,0.391770897197054,1.39105368393612,0.087959926023197,0.585768574577238
ABCB1,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
ANKRD30B,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
ATP10A,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
CENPF,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
COL11A2,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
FNDC1,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
MYO6,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
NES,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
SPEN,6,2,0.172969245705949,3.09569423032015,31.766891564926,0.543994519994629,0.585768574577238
CHPF,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
DYSF,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
MAGI2,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
MYO7A,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
NID2,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
PCDHA13,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
PTPRZ1,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
SALL1,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
TRPM6,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
UBR4,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
ZNF521,2,7,0.174211845876897,0.281712139016789,1.50736258335308,0.0281780138741985,0.585768574577238
PXDNL,10,5,0.198509281529267,2.07918521841531,7.91944810649523,0.631638517694014,0.585768574577238
TRPA1,10,5,0.198509281529267,2.07918521841531,7.91944810649523,0.631638517694014,0.585768574577238
FCGBP,5,11,0.199832709732008,0.444999933851352,1.42533533787608,0.118622407142752,0.585768574577238
SPEG,5,11,0.199832709732008,0.444999933851352,1.42533533787608,0.118622407142752,0.585768574577238
SYNE1,5,11,0.199832709732008,0.444999933851352,1.42533533787608,0.118622407142752,0.585768574577238
ALB,18,27,0.202139283901963,0.638303507430389,1.25798701192136,0.317197379772987,0.585768574577238
ADARB2,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
ADCY3,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
ADRA1D,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
AKAP9,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
APAF1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
ARHGAP35,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
ATP1A2,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
BMPER,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
CADM2,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
CCDC141,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
CD5L,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
CFH,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
CHRM3,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
CLCN1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
EFCAB13,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
FBXO38,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
FIG4,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
FLT4,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
FRYL,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
HEATR1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
HIP1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
HIVEP1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
IQSEC2,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
KIAA0556,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
KIAA1377,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
KIAA1549L,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
KIAA2018,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
KIF21B,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
MAP3K15,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
MDC1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
MYO16,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
OSBPL7,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
OVCH1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
PCDH10,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
PCDHGA4,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
PGR,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
POSTN,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
PPP1R3A,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
PTK2,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
PTK2B,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
RFC1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
RTKN2,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
SEMA7A,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
SEZ6L2,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
SH3RF3,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
SLC4A10,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
SMARCA2,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
VWF,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
WT1,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
ZNF7,1,5,0.214844138988237,0.19849840466392,1.79942060002544,0.00416250955738939,0.585768574577238
JAK1,7,3,0.218019224068964,2.40956483505022,14.6736639112648,0.539266167420793,0.585768574577238
NLGN4X,7,3,0.218019224068964,2.40956483505022,14.6736639112648,0.539266167420793,0.585768574577238
NUP133,7,3,0.218019224068964,2.40956483505022,14.6736639112648,0.539266167420793,0.585768574577238
PTCHD2,7,3,0.218019224068964,2.40956483505022,14.6736639112648,0.539266167420793,0.585768574577238
RASA1,7,3,0.218019224068964,2.40956483505022,14.6736639112648,0.539266167420793,0.585768574577238
TCF20,7,3,0.218019224068964,2.40956483505022,14.6736639112648,0.539266167420793,0.585768574577238
WDFY4,7,3,0.218019224068964,2.40956483505022,14.6736639112648,0.539266167420793,0.585768574577238
DMBT1,3,8,0.219361894183246,0.369526262535244,1.57207883779741,0.062117053298711,0.585768574577238
THSD7B,3,8,0.219361894183246,0.369526262535244,1.57207883779741,0.062117053298711,0.585768574577238
ZNF208,3,8,0.219361894183246,0.369526262535244,1.57207883779741,0.062117053298711,0.585768574577238
KMT2C,11,6,0.224542331465264,1.906794298147,6.42828149606647,0.629426913624608,0.597413721307217
DNAH8,6,12,0.225917578830944,0.489323317210879,1.44778785899132,0.147126654475564,0.598886963519121
MUC5B,12,7,0.248172317083805,1.7837173812637,5.48462129745192,0.629436946600457,0.628338999727207
PKHD1L1,7,13,0.249584218621856,0.526791743971957,1.46238422238813,0.173468510278444,0.628338999727207
RYR3,7,13,0.249584218621856,0.526791743971957,1.46238422238813,0.173468510278444,0.628338999727207
WDR87,7,13,0.249584218621856,0.526791743971957,1.46238422238813,0.173468510278444,0.628338999727207
CDH18,8,4,0.256636467319843,2.06650606048624,9.55458060083977,0.541580217221244,0.628338999727207
DCC,8,4,0.256636467319843,2.06650606048624,9.55458060083977,0.541580217221244,0.628338999727207
CACNA2D1,4,9,0.258032928335906,0.437745555378251,1.60491789042124,0.096646937443453,0.628338999727207
ITPR3,4,9,0.258032928335906,0.437745555378251,1.60491789042124,0.096646937443453,0.628338999727207
PCDH7,4,9,0.258032928335906,0.437745555378251,1.60491789042124,0.096646937443453,0.628338999727207
AKAP6,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
ASCC3,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
ASXL3,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
AXIN2,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
CHSY3,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
CNTN5,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
DNHD1,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
EIF2AK4,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
KIAA1210,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
LRIT1,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
MED13,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
MYOM1,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
NCOA3,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
NOS3,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
NXF3,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
PTPRN2,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
RECQL4,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
RFX7,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
TMPRSS7,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
ZNF687,5,2,0.282165413745596,2.56593356532904,27.2915489659811,0.413376607370514,0.628338999727207
ABCC8,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
AFF2,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
AMER1,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
AMPH,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
AOX1,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
ATP2B2,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
BPTF,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
CNTNAP5,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
DHX57,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
FER1L6,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
KIAA0368,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
LRRC7,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
MYH14,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
NUP214,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
PCDHA8,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
PLA2R1,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
PLEC,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
RBL2,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
SLIT2,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
SPECC1,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
THADA,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
TLL1,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
VAV3,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
WDR17,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
WNK2,2,6,0.283571372990742,0.330472032533236,1.8806222805334,0.0322070825168928,0.628338999727207
AHNAK,9,5,0.290008512509501,1.86072576126728,7.21742863295644,0.546786430214936,0.634192190042754
COL6A3,9,5,0.290008512509501,1.86072576126728,7.21742863295644,0.546786430214936,0.634192190042754
FN1,9,5,0.290008512509501,1.86072576126728,7.21742863295644,0.546786430214936,0.634192190042754
NPAP1,9,5,0.290008512509501,1.86072576126728,7.21742863295644,0.546786430214936,0.634192190042754
KMT2B,5,10,0.29143262505394,0.492276997752714,1.6204312270541,0.129244046540885,0.634192190042754
TPO,5,10,0.29143262505394,0.492276997752714,1.6204312270541,0.129244046540885,0.634192190042754
SYNE2,10,6,0.319117705072372,1.72359017177544,5.90557429071237,0.553155122732567,0.676498285223071
NEB,6,11,0.32055412772985,0.536856371775748,1.62632134446636,0.159249449085249,0.676498285223071
ADAM18,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
ANO4,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
CEP350,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
HDAC9,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
HSPG2,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
MAP2,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
PCDHA5,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
POTEH,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
TEK,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
TENM1,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
TNN,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
VPS13B,6,3,0.335439218057373,2.05412145349803,12.8934079714988,0.430575340141732,0.676498285223071
ADAM12,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
ADAMTS20,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
CR1,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
CYLC1,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
ELTD1,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
FLNB,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
GRIA1,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
MUC6,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
MYH4,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
MYH6,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
PDE4DIP,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
SAGE1,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
SEZ6L,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
