db,category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO_BP,,,GO:0043270,positive regulation of monoatomic ion transport,32/1059,194/18860,0.164948453608247,2.93760890939712,6.61647182054085,3.79299362074296e-08,1.78020219464115e-06,1.31718954237717e-06,FXYD2/PRSS8/WNK2/CFTR/TESC/KCNH2/CNTN1/ADORA1/ADRA2A/ANK3/ATP2C2/GAL/CXCL12/CACNA1D/F2RL3/STK39/APLNR/BDKRB1/LGALS3/CCL2/SNCA/ATP1B2/HAP1/LRRC55/NTSR1/JPH2/HEPH/TACR2/TRPA1/SCN3B/KCNQ1/EDN1,32
GO_BP,,,GO:0098773,skin epidermis development,26/1059,137/18860,0.18978102189781,3.37985842586657,6.81881326681063,3.93026225448666e-08,1.8273882912216e-06,1.35210301071715e-06,FGFR2/CLDN4/PKP3/KRT17/APCDD1/FA2H/CYP26B1/SOX9/VANGL2/NGFR/TFAP2C/GLI2/EDA/GAL/CDH3/TGFB2/IGFBP5/LHX2/DLL1/FGF7/SNAI1/KLF4/FOXE1/ABCA12/MSX2/PDGFA,26
GO_BP,,,GO:0007160,cell-matrix adhesion,37/1059,246/18860,0.150406504065041,2.67862763613472,6.46378909943453,4.17439662831753e-08,1.92292807647034e-06,1.42279386054838e-06,CCL21/POSTN/WNT4/PKHD1/ITGB8/GREM1/ITGBL1/CEACAM6/COL16A1/SVEP1/ITGB6/FREM1/EPHA3/CDH11/SFRP1/COL3A1/DDR1/NPNT/EDA/EMILIN1/FBLN5/ITGA11/APOD/TEK/THBS1/ITGA3/ITGA9/CORO2B/TNN/COL13A1/ITGB4/LIMCH1/AJAP1/TNXB/COL17A1/BST1/STON1,37
GO_BP,,,GO:0001837,epithelial to mesenchymal transition,32/1059,195/18860,0.164102564102564,2.92254424832329,6.5821043457356,4.29831143321371e-08,1.9487716122365e-06,1.4419157530793e-06,FGFR2/WNT4/GREM1/PDPN/SFRP2/BMP7/SOX9/HGF/COL1A1/NCAM1/WNT2/EPHA3/HAS2/SFRP1/OVOL2/OLFM1/IL6/BMP5/TGFB2/FOXF2/DACT3/FOXC1/TWIST1/HEYL/MARK1/IL17RD/SNAI1/FGFR1/TNXB/MSX2/EDN1/TGFB1,32
GO_BP,,,GO:0003012,muscle system process,58/1059,485/18860,0.119587628865979,2.12976645931291,6.14795928660349,4.30884175569878e-08,1.9487716122365e-06,1.4419157530793e-06,COMP/CACNA1H/CKMT2/GATA5/HAND2/KCNH2/JPH1/SULF1/ADORA1/RYR2/TRPV4/COL14A1/ADRA2A/DES/SGCD/PDE9A/SGCA/CRYAB/MYH11/KCNN2/RGS4/NPNT/SCN7A/MYOM2/SSPN/CACNA1D/MYH13/PLN/KCNE4/BDKRB2/APLNR/KCND2/HCN4/PRKD1/IGFBP5/NR4A3/OXTR/CNN1/MYOCD/PTGER3/SULF2/CCDC78/MYL3/KLF4/ACTC1/KCNA5/PI16/JPH2/KIT/CACNA1C/TACR2/TRPA1/GRIP2/SCN3B/KCNQ1/EDN1/GJA5/JPH3,58
GO_BP,,,GO:0030336,negative regulation of cell migration,50/1059,391/18860,0.127877237851662,2.27739821140921,6.22555539739919,4.52737320547086e-08,2.02471001387326e-06,1.49810334165877e-06,CCL21/DCN/WNT4/DPEP1/GREM1/PODN/SFRP2/TACSTD2/PLXNB3/SULF1/NAV3/ADORA1/GDF2/PTPRT/NGFR/CDH11/SFRP1/TIMP1/COL3A1/TNFAIP6/HAS1/NRG3/EMILIN1/CXCL12/CYP1B1/MMP28/APOD/BMP5/MAPK15/NDRG4/THBS1/IGFBP5/PTPRU/CCL2/MYOCD/TNN/IL33/ATP1B2/DNAJA4/LIMCH1/MMRN1/KLF4/GSTP1/NBL1/PTPRR/CLDN5/SEMA6D/DPYSL3/TGFB1/DACH1,50
GO_BP,,,GO:1901890,positive regulation of cell junction assembly,24/1059,120/18860,0.2,3.561850802644,6.86664781936172,4.56516097564612e-08,2.02471001387326e-06,1.49810334165877e-06,WNT4/THBS2/NTRK2/COL16A1/GDF2/FLRT2/LRRC15/EPHB3/SFRP1/TPBG/LRRN1/CLSTN2/RTN4RL1/NPHP4/SRPX2/TEK/AMIGO2/SLITRK4/NLGN1/NTRK3/CLDN5/EPHB1/LRRN3/BDNF,24
GO_BP,,,GO:0030326,embryonic limb morphogenesis,25/1059,129/18860,0.193798449612403,3.45140581651551,6.81419716775855,4.63953651420204e-08,2.02471001387326e-06,1.49810334165877e-06,FREM2/FRAS1/GREM1/HAND2/SFRP2/BMP7/CYP26B1/GRHL2/OSR1/ALDH1A2/PBX1/CRABP2/PRICKLE1/TGFB2/PRRX1/TWIST1/FGFR1/DYNC2H1/CACNA1C/MSX2/FBN2/TMEM231/EN1/GJA5/GLI3,25
GO_BP,,,GO:0035113,embryonic appendage morphogenesis,25/1059,129/18860,0.193798449612403,3.45140581651551,6.81419716775855,4.63953651420204e-08,2.02471001387326e-06,1.49810334165877e-06,FREM2/FRAS1/GREM1/HAND2/SFRP2/BMP7/CYP26B1/GRHL2/OSR1/ALDH1A2/PBX1/CRABP2/PRICKLE1/TGFB2/PRRX1/TWIST1/FGFR1/DYNC2H1/CACNA1C/MSX2/FBN2/TMEM231/EN1/GJA5/GLI3,25
GO_BP,,,GO:0007179,transforming growth factor beta receptor signaling pathway,38/1059,258/18860,0.147286821705426,2.62306842055179,6.40253514515017,4.8555078365605e-08,2.10053491190335e-06,1.55420694777593e-06,ITGB8/VEPH1/ADAMTSL2/PRDM16/ITGB6/HTRA3/LEFTY1/FMOD/OVOL2/COL3A1/NPNT/RASL11B/EMILIN1/CILP/COL1A2/ASPN/PMEPA1/CDKN1C/CDH3/FOS/TGFB2/THBS1/ITGA3/SOX11/LTBP2/LOX/DKK3/MYOCD/LTBP4/IL17RD/LTBP1/FBN1/SMAD9/ID1/FBN2/CLDN5/HTRA1/TGFB1,38
GO_BP,,,GO:0003002,regionalization,54/1059,440/18860,0.122727272727273,2.18568117434973,6.13810848570306,5.33473504104526e-08,2.28410757335294e-06,1.69003420978899e-06,FGFR2/BICC1/GATA5/GREM1/HAND2/WNT7B/SFRP2/CYP26B1/SEMA3C/HHIP/LEFTY1/VANGL2/DSCAML1/HOXC6/ANKS6/WNT2/LMX1B/SFRP1/OVOL2/MDFI/OSR1/GLI2/BHLHE41/HES2/ALDH1A2/MEOX1/PBX1/BMPR1B/HOXB9/PRICKLE1/TBX1/NDRG4/VAX2/APLNR/EGR2/PCSK5/FGF1/LHX2/FOXC1/DZIP1L/HEYL/SMARCD3/DLL1/GLI1/SNAI1/FGFR1/DYNC2H1/NBL1/FOXF1/MSX2/HES4/EN1/EDN1/GLI3,54
GO_BP,,,GO:0048592,eye morphogenesis,30/1059,177/18860,0.169491525423729,3.01851762935933,6.58083471739831,5.3716700720059e-08,2.28410757335294e-06,1.69003420978899e-06,PROM1/EFEMP1/MFAP2/NTRK2/SAMD11/SDK1/BMP7/SDK2/SOX9/ALDH1A3/STRA6/DIO3/WNT2/COL5A1/COL8A2/COL8A1/SHROOM2/VAX2/SOX11/FOXF2/MFAP5/TWIST1/AQP1/DLL1/FAT3/FBN1/FBN2/EPHB1/SOX8/GLI3,30
GO_BP,,,GO:0061326,renal tubule development,22/1059,104/18860,0.211538461538462,3.76734219510423,6.90231114809653,5.75341013918507e-08,2.42569622393608e-06,1.79479707910171e-06,PROM1/CD24/WNT4/GREM1/WNT7B/TACSTD2/SOX9/KIF26B/OSR1/NPNT/PBX1/PRICKLE1/KLHL3/FGF1/HEYL/AQP1/TCF21/DLL1/SOX8/TMEM59L/TGFB1/GLI3,22
GO_BP,,,GO:0006936,muscle contraction,48/1059,372/18860,0.129032258064516,2.29796825977033,6.16702467896266,6.36658894705873e-08,2.66166218585018e-06,1.96939067208e-06,COMP/CACNA1H/CKMT2/KCNH2/JPH1/SULF1/ADORA1/RYR2/TRPV4/ADRA2A/DES/SGCD/SGCA/CRYAB/MYH11/KCNN2/NPNT/SCN7A/MYOM2/SSPN/CACNA1D/MYH13/PLN/KCNE4/BDKRB2/KCND2/HCN4/PRKD1/OXTR/CNN1/MYOCD/PTGER3/SULF2/CCDC78/MYL3/ACTC1/KCNA5/JPH2/KIT/CACNA1C/TACR2/TRPA1/GRIP2/SCN3B/KCNQ1/EDN1/GJA5/JPH3,48
GO_BP,,,GO:0030509,BMP signaling pathway,30/1059,179/18860,0.167597765363128,2.9847911754,6.5076829438646,6.96509770601609e-08,2.8876134239525e-06,2.13657426999458e-06,COMP/GREM1/CHRDL1/SFRP2/BMP7/SULF1/SFRP4/HTRA3/GDF2/LEFTY1/TMEM119/CHRDL2/SFRP1/TNFAIP6/BMPR1B/FSTL3/BMPER/BMP5/ITGA3/SOX11/GDF6/EGR1/FBN1/SMAD9/NBL1/MSX2/ID1/BMP8A/HTRA1/ZNF423,30
GO_BP,,,GO:0035272,exocrine system development,15/1059,51/18860,0.294117647058824,5.23801588624118,7.39179519541198,7.44612829251862e-08,3.06152795498183e-06,2.26525538398762e-06,FGFR2/PDX1/BMP7/LAMA1/SEMA3C/SOX9/HGF/EDA/TFCP2L1/TGFB2/FOXC1/FGF7/FGFR1/PDGFA/TGFB1,15
GO_BP,,,GO:0030574,collagen catabolic process,14/1059,45/18860,0.311111111111111,5.5406568041129,7.43803013724248,9.22224960831758e-08,3.76071244273606e-06,2.7825890319488e-06,MMP7/MMP17/FAP/MMP10/ADAMTS2/MMP11/MMP2/MMP23B/ADAMTS3/MRC2/MMP28/ADAMTS14/MMP16/CTSK,14
GO_BP,,,GO:0050679,positive regulation of epithelial cell proliferation,34/1059,222/18860,0.153153153153153,2.72754340743009,6.31525530440793,9.38560562672064e-08,3.79621040592969e-06,2.80885433261806e-06,FGFR2/PDX1/PKHD1/PLXNB3/SOX9/GDF2/WNT2/HAS2/TGFA/OSR1/CXCL12/PTN/CCL11/CCL26/CDH3/TBX1/SCG2/BMP5/F3/TEK/FZD7/APLNR/SOX11/PRKD1/NR4A3/FGF1/GPBAR1/FGF7/SEMA5A/FGFR1/EGR3/ECM1/NR4A1/TGFB1,34
GO_BP,,,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,44/1059,331/18860,0.132930513595166,2.36739328272411,6.12162269675078,9.52219544112961e-08,3.82039696125966e-06,2.82675020862735e-06,GREM1/VEPH1/CHRDL1/SFRP2/BMP7/SULF1/SFRP4/ADAMTSL2/PRDM16/HTRA3/GDF2/CHRDL2/SFRP1/OVOL2/NPNT/RASL11B/TNFAIP6/EMILIN1/CILP/ASPN/PMEPA1/CDKN1C/FSTL3/BMPER/CDH3/BMP5/TGFB2/THBS1/ITGA3/SOX11/LOX/DKK3/GDF6/MYOCD/LTBP4/IL17RD/LTBP1/FBN1/NBL1/MSX2/FBN2/HTRA1/TGFB1/ZNF423,44
GO_BP,,,GO:0010959,regulation of metal ion transport,48/1059,377/18860,0.127320954907162,2.26749122714738,6.06337621286546,9.62213657053407e-08,3.82961035507256e-06,2.83356729155012e-06,FXYD2/PRSS8/HAMP/WNK2/TESC/KCNH2/KCNF1/CNTN1/GPR35/JPH1/KCNIP3/ADORA1/RYR2/ADRA2A/SERPINE2/DPP10/KCNG1/ANK3/KCNN2/RGS4/OSR1/ATP2C2/GAL/CXCL12/KCNS3/CACNA1D/F2RL3/STK39/PLN/APLNR/BDKRB1/KCNS1/PRKD1/LGALS3/CCL2/SNCA/ATP1B2/HAP1/LRRC55/NTSR1/JPH2/CACNA1C/HEPH/STC2/SCN3B/KCNQ1/JPH3/TGFB1,48
GO_BP,,,GO:0048863,stem cell differentiation,38/1059,265/18860,0.143396226415094,2.55377982076363,6.21297251981866,9.94499697723762e-08,3.92669523506009e-06,2.90540137254803e-06,EPCAM/FGFR2/PDX1/PDGFRA/GREM1/HAND2/TTYH1/SFRP2/BMP7/TACSTD2/SEMA3C/SOX9/SLC4A11/RET/GPM6A/SFRP1/OVOL2/TFAP2C/OSR1/ALDH1A2/MEOX1/PTN/SEMA6A/PRICKLE1/TBX1/TGFB2/MYOCD/FOXC1/TWIST1/SMAD9/SEMA5A/FGFR1/KIT/FRZB/MSX2/SEMA6D/SOX8/EDN1,38
GO_BP,,,GO:0008037,cell recognition,29/1059,172/18860,0.168604651162791,3.00272306036849,6.43559668771728,1.00351511444143e-07,3.93109267271346e-06,2.90865508097941e-06,CRP/CCL21/VCAN/NTM/TUB/COLEC10/NCAM2/FCN3/DSCAML1/EPHB3/EPHA3/COLEC11/CRTAC1/FUT3/IGLON5/PTX3/NDN/LGALS3/TNN/EFNB3/CNTN4/GAP43/SEMA5A/PCDHB6/NEXN/PLA2G5/TNFRSF21/EPHB1/NCK2,29
GO_BP,,,GO:0072080,nephron tubule development,21/1059,99/18860,0.212121212121212,3.77772054825879,6.75870151859557,1.09100060366749e-07,4.24041250253575e-06,3.13752393998784e-06,PROM1/CD24/WNT4/GREM1/WNT7B/TACSTD2/SOX9/KIF26B/OSR1/NPNT/PBX1/KLHL3/FGF1/HEYL/AQP1/TCF21/DLL1/SOX8/TMEM59L/TGFB1/GLI3,21
GO_BP,,,GO:0042391,regulation of membrane potential,56/1059,474/18860,0.118143459915612,2.10404688763781,5.93769890205609,1.11443250311789e-07,4.29790829690814e-06,3.1800656576118e-06,CFTR/GABRB3/DCN/GLRB/SLC1A7/CACNA1H/GRID1/KCNH2/SLC4A3/NTRK2/KCNF1/GRIN2A/NALCN/ADORA1/RYR2/SLC4A11/KCNG1/BEGAIN/LTF/ANK3/KCNN2/RGS4/KCNK5/KCNH3/KCNK2/KCNK3/SCN7A/KCNJ11/KCNS3/CACNA1D/PLN/KCNE4/KCND2/KCNS1/HCN4/CHRFAM7A/GABBR1/CHRNA5/SNCA/ATP1B2/KCNA5/NTSR1/GRIN2D/NLGN1/CACNA1C/NTRK3/TMEM108/CNGB1/GNA14/CNIH3/TRPA1/KCNMB4/SCN3B/KCNQ1/EDN1/GJA5,56
GO_BP,,,GO:0031214,biomineral tissue development,30/1059,183/18860,0.163934426229508,2.91954983823279,6.36438565355485,1.15557541084867e-07,4.42229820690164e-06,3.2721030054557e-06,FGFR2/CFTR/COMP/WNT4/GREM1/BMP7/PTHLH/SOX9/ITGB6/COL1A1/TMEM119/LTF/SLC24A3/OSR1/COL1A2/PTN/BMPR1B/ASPN/MGP/PTH1R/PRICKLE1/TBX1/LOX/TWIST1/FGFR1/PKDCC/MSX2/FBN2/ECM1/TGFB1,30
GO_BP,,,GO:0060349,bone morphogenesis,21/1059,100/18860,0.21,3.7399433427762,6.70054727501684,1.30888237219483e-07,4.97075557379334e-06,3.67791213785883e-06,FGFR2/COMP/CYP26B1/SFRP4/SOX9/TRPV4/FREM1/COL1A1/TMEM119/LTF/HAS2/COL3A1/GALNT3/BMPR1B/FOXC1/TWIST1/COL13A1/MMP16/MSX2/TGFB1/GLI3,21
GO_BP,,,GO:0071774,response to fibroblast growth factor,24/1059,128/18860,0.1875,3.33923512747875,6.47697017842615,1.646963556293e-07,6.2073058276952e-06,4.59284813106588e-06,FGFR2/POSTN/WNT4/SULF1/CREB3L1/HHIP/FLRT2/COL1A1/NGFR/TNC/GALNT3/SMOC2/SHISA2/TBX1/GPC1/THBS1/FGF1/CCL2/SULF2/SNCA/FGF7/FGFR1/EGR3/NR4A1,24
GO_BP,,,GO:0002062,chondrocyte differentiation,23/1059,119/18860,0.19327731092437,3.44212472524421,6.51823556021731,1.67137294320686e-07,6.25194014470235e-06,4.62587351198606e-06,COMP/EFEMP1/COL11A1/GREM1/SFRP2/PTHLH/SULF1/SOX9/COL3A1/OSR1/GALNT3/BMPR1B/SCIN/PTH1R/MBOAT2/GDF6/SULF2/FGFR1/PKDCC/MSX2/ECM1/TGFB1/GLI3,23
GO_BP,,,GO:0050900,leukocyte migration,49/1059,397/18860,0.123425692695214,2.1981195129667,5.88476832608969,1.85662239744541e-07,6.89305703529171e-06,5.10024235967524e-06,CXCL6/CCL21/GP2/CXCL5/PODXL2/CHST4/DPEP1/GREM1/F2RL1/ADORA1/TRPV4/RET/PF4V1/SELP/MMP2/TNFAIP6/CH25H/EMILIN1/CXCL12/PTN/IL6/CXCL3/CCL11/CCL26/STK39/MMP28/APOD/SCG2/BMP5/TGFB2/BDKRB1/THBS1/ITGA3/ITGA9/LGALS3/CCL2/FUT4/IL33/IL34/SLC12A2/JAM2/NBL1/KIT/SPNS2/ECM1/BST1/EDN1/PDGFD/TGFB1,49
GO_BP,,,GO:0044344,cellular response to fibroblast growth factor stimulus,23/1059,120/18860,0.191666666666667,3.41344035253384,6.46885638960019,1.95943178289523e-07,7.22086897770648e-06,5.3427937191303e-06,FGFR2/POSTN/WNT4/SULF1/CREB3L1/HHIP/FLRT2/COL1A1/NGFR/GALNT3/SMOC2/SHISA2/TBX1/GPC1/THBS1/FGF1/CCL2/SULF2/SNCA/FGF7/FGFR1/EGR3/NR4A1,23
GO_BP,,,GO:0034765,regulation of monoatomic ion transmembrane transport,42/1059,318/18860,0.132075471698113,2.35216562438755,5.93130521492627,2.22254426557626e-07,8.10586336019032e-06,5.99760998055235e-06,FXYD2/HAMP/WNK2/CFTR/KCNJ16/TESC/KCNH2/GRIN2A/GPR35/JPH1/KCNIP3/RYR2/DPP10/KCNG1/ANK3/KCNN2/RGS4/OSR1/GAL/KCNJ11/KCNS3/CACNA1D/F2RL3/STK39/PLN/APLNR/BDKRB1/KCNS1/PRKD1/SNCA/ATP1B2/HAP1/LRRC55/NTSR1/JPH2/GRIN2D/CACNA1C/HEPH/KCNQ1/EDN1/JPH3/TGFB1,42
GO_BP,,,GO:0010810,regulation of cell-substrate adhesion,34/1059,230/18860,0.147826086956522,2.63267233238905,6.07633394510565,2.23513981352468e-07,8.10586336019032e-06,5.99760998055235e-06,CCL21/POSTN/WNT4/PKHD1/GREM1/SPOCK1/PDPN/CEACAM6/COL16A1/CCDC80/TACSTD2/FBLN2/OLFM4/COL1A1/EPHA3/HAS2/FBLN1/SFRP1/ABI3BP/DDR1/NPNT/COL8A1/EMILIN1/APOD/TEK/FZD7/THBS1/ITGA3/EGFL6/CORO2B/LIMCH1/AJAP1/FOXF1/BST1,34
GO_BP,,,GO:0060688,regulation of morphogenesis of a branching structure,15/1059,55/18860,0.272727272727273,4.85706927633273,6.98694340324169,2.24846059036435e-07,8.10586336019032e-06,5.99760998055235e-06,FGFR2/GREM1/BMP7/TACSTD2/SULF1/SOX9/HGF/WNT2/SFRP1/BCL11A/FGF7/FGFR1/PDGFA/SOX8/TGFB1,15
GO_BP,,,GO:0043410,positive regulation of MAPK cascade,55/1059,474/18860,0.116033755274262,2.06647462178713,5.73563067090819,2.61751640900813e-07,9.36844901785283e-06,6.93180983135284e-06,FGFR2/CCL21/WNT4/PDGFRA/HAND2/NTRK2/WNT7B/F2RL1/ADORA1/TRPV4/MST1R/ADRA2A/RET/HGF/ARHGAP8/LPAR1/TGFA/TPBG/NPNT/C1QTNF1/TNIK/IL6/STK39/BMPER/TBX1/TNFAIP8L3/TGFB2/TEK/NDRG4/FZD10/SH3RF3/FZD7/THBS1/IGF1R/GDF6/FGF1/IL34/GPBAR1/ANGPT1/FGF7/NTF3/DOK5/NRK/FGFR1/PELI2/NPY5R/KIT/PLA2G5/NTRK3/IGFBP6/IL11/PDGFA/EDN1/PDGFD/TGFB1,55
GO_BP,,,GO:0072009,nephron epithelium development,23/1059,122/18860,0.188524590163934,3.35748231396771,6.3716491185968,2.67741628875759e-07,9.51439002612071e-06,7.0397930539739e-06,PROM1/CD24/WNT4/GREM1/WNT7B/TACSTD2/SOX9/KIF26B/OSR1/NPNT/PBX1/KLHL3/FGF1/FOXC1/HEYL/AQP1/TCF21/DLL1/SOX8/EDN1/TMEM59L/TGFB1/GLI3,23
GO_BP,,,GO:0001890,placenta development,27/1059,160/18860,0.16875,3.00531161473088,6.21306886796304,2.6987238183761e-07,9.52209290526319e-06,7.04549249187101e-06,KRT19/FGFR2/SPINT1/ITGB8/WNT7B/PTGIS/BMP7/SPINT2/GRHL2/RSPO3/WNT2/GJB3/PCDHA10/OVOL2/MDFI/ST14/LDOC1/PTN/CDKN1C/BMP5/PTGS2/SNAI1/STC2/FBN2/TPPP3/FOSL1/HTRA1,27
GO_BP,,,GO:1905314,semi-lunar valve development,14/1059,49/18860,0.285714285714286,5.08835828949143,6.98917890386935,3.02191975234063e-07,1.05873596957004e-05,7.83369412448865e-06,GATA5/ELN/SOX9/STRA6/CDH11/PCDHA10/EMILIN1/TGFB2/SLIT3/TWIST1/HEYL/SNAI1/GJA5/TGFB1,14
GO_BP,,,GO:0045667,regulation of osteoblast differentiation,27/1059,161/18860,0.167701863354037,2.98664508296236,6.17460448617825,3.0721441092469e-07,1.06880538066457e-05,7.90819871184131e-06,FGFR2/WNT4/GREM1/HAND2/WNT7B/SFRP2/BMP7/SOX9/CTHRC1/HGF/TMEM119/LTF/SFRP1/NPNT/TNFAIP6/IL6/BMPR1B/TWIST2/SOX11/PRKD1/IGFBP5/TWIST1/GLI1/MSX2/ID1/FBN2/GLI3,27
GO_BP,,,GO:1904062,regulation of monoatomic cation transmembrane transport,39/1059,288/18860,0.135416666666667,2.41166981429021,5.88823514223779,3.12460869139907e-07,1.07950890553544e-05,7.98739517092293e-06,FXYD2/HAMP/WNK2/TESC/KCNH2/GRIN2A/GPR35/JPH1/KCNIP3/RYR2/DPP10/KCNG1/ANK3/KCNN2/RGS4/OSR1/GAL/KCNS3/CACNA1D/F2RL3/STK39/PLN/APLNR/BDKRB1/KCNS1/PRKD1/SNCA/ATP1B2/HAP1/LRRC55/NTSR1/JPH2/GRIN2D/CACNA1C/HEPH/KCNQ1/EDN1/JPH3/TGFB1,39
GO_BP,,,GO:0042476,odontogenesis,24/1059,133/18860,0.180451127819549,3.21369997231038,6.24878504024596,3.46186383138753e-07,1.18696915216809e-05,8.7825043642038e-06,FGFR2/CFTR/PDGFRA/HAND2/APCDD1/BMP7/ITGB6/COL1A1/NGFR/OSR1/TNC/GLI2/EDA/COL1A2/ASPN/TBX1/TGFB2/FOXC1/AQP1/FGFR1/MSX2/EDN1/TGFB1/GLI3,24
GO_BP,,,GO:0051965,positive regulation of synapse assembly,17/1059,72/18860,0.236111111111111,4.20496275312139,6.64559803970877,3.48336675812144e-07,1.18696915216809e-05,8.7825043642038e-06,THBS2/NTRK2/FLRT2/LRRC15/EPHB3/TPBG/LRRN1/CLSTN2/RTN4RL1/SRPX2/AMIGO2/SLITRK4/NLGN1/NTRK3/EPHB1/LRRN3/BDNF,17
GO_BP,,,GO:0060993,kidney morphogenesis,20/1059,98/18860,0.204081632653061,3.63454163535102,6.37769356777972,4.23044809968615e-07,1.431733285438e-05,1.05935388504135e-05,FRAS1/WNT4/GREM1/WNT7B/BMP7/TACSTD2/SOX9/VANGL2/KIF26B/OSR1/NPNT/PBX1/KLHL3/FGF1/TCF21/PRKX/SOX8/TMEM59L/TGFB1/GLI3,20
GO_BP,,,GO:0090288,negative regulation of cellular response to growth factor stimulus,25/1059,144/18860,0.173611111111111,3.09188437729514,6.14607017297473,4.26126388790823e-07,1.43241809745564e-05,1.05986058435385e-05,DCN/WNT4/GREM1/CHRDL1/SFRP2/SULF1/CREB3L1/HTRA3/NGFR/CHRDL2/SFRP1/TNFAIP6/EMILIN1/SEMA6A/SHISA2/FSTL3/BMPER/GPC1/THBS1/SULF2/ANGPT1/FBN1/MMRN1/NBL1/HTRA1,25
GO_BP,,,GO:0007431,salivary gland development,12/1059,37/18860,0.324324324324324,5.77597427455784,7.09256835397192,4.62269349556357e-07,1.53319334269525e-05,1.13442520378848e-05,FGFR2/BMP7/LAMA1/SEMA3C/HGF/EDA/TFCP2L1/TGFB2/FGF7/FGFR1/PDGFA/TGFB1,12
GO_BP,,,GO:0048048,embryonic eye morphogenesis,12/1059,37/18860,0.324324324324324,5.77597427455784,7.09256835397192,4.62269349556357e-07,1.53319334269525e-05,1.13442520378848e-05,EFEMP1/MFAP2/BMP7/ALDH1A3/STRA6/VAX2/SOX11/FOXF2/MFAP5/TWIST1/FBN1/FBN2,12
GO_BP,,,GO:0050921,positive regulation of chemotaxis,25/1059,145/18860,0.172413793103448,3.07056103676207,6.10467057150966,4.87905721655437e-07,1.60010056112029e-05,1.18393052890509e-05,CCL21/PDGFRA/F2RL1/TRPV4/LPAR1/TPBG/CXCL12/PTN/IL6/SMOC2/CCL26/STK39/SCG2/F3/THBS1/PRKD1/CCL2/IL34/NTF3/SEMA5A/FGFR1/NTRK3/EDN1/PDGFD/TGFB1,25
GO_BP,,,GO:0001838,embryonic epithelial tube formation,23/1059,126/18860,0.182539682539683,3.25089557384175,6.1831598182324,4.88874945307104e-07,1.60010056112029e-05,1.18393052890509e-05,SPINT1/WNT4/GREM1/SFRP2/BMP7/SPINT2/GRHL2/SOX9/CTHRC1/RET/VANGL2/PTK7/SFRP1/OVOL2/OSR1/ST14/PRICKLE1/BMP5/TGFB2/LHX2/TWIST1/SOX8/TGFB1,23
GO_BP,,,GO:0001942,hair follicle development,20/1059,99/18860,0.202020202020202,3.5978290935798,6.32099274739344,5.02524493412127e-07,1.6340257220427e-05,1.20903209732522e-05,FGFR2/PKP3/KRT17/APCDD1/SOX9/VANGL2/NGFR/TFAP2C/GLI2/EDA/GAL/CDH3/TGFB2/IGFBP5/LHX2/FGF7/SNAI1/FOXE1/MSX2/PDGFA,20
GO_BP,,,GO:0043583,ear development,34/1059,238/18860,0.142857142857143,2.54417914474572,5.84733681150567,5.07375315849623e-07,1.63908584178693e-05,1.21277613091328e-05,FGFR2/ESRP1/GABRB3/FREM2/COL11A1/SOX9/CTHRC1/ALDH1A3/STRA6/VANGL2/PTK7/KCNK2/DDR1/OSR1/KCNK3/BMPER/ATP6V1B1/TBX1/BMP5/TGFB2/SHROOM2/MYO3A/NR4A3/PRRX1/TWIST1/DLL1/FZD2/FGFR1/FRZB/NTRK3/KCNQ1/EDN1/TGFB1/GLI3,34
GO_BP,,,GO:0048706,embryonic skeletal system development,24/1059,136/18860,0.176470588235294,3.14280953174471,6.11700474983224,5.29976026979465e-07,1.70105208659538e-05,1.25862557986227e-05,FGFR2/PDGFRA/COL11A1/HAND2/BMP7/SULF1/GRHL2/COL1A1/DSCAML1/HOXC6/HOXD1/MDFI/OSR1/PBX1/HOXB9/TBX1/SOX11/PCSK5/PRRX1/SULF2/TWIST1/MMP16/GLI3/XYLT1,24
GO_BP,,,GO:0072132,mesenchyme morphogenesis,15/1059,59/18860,0.254237288135593,4.52777644403899,6.61944681824895,6.1008118999459e-07,1.94561148732249e-05,1.4395775448118e-05,GATA5/BMP7/SOX9/OSR1/BMP5/TGFB2/APLNR/FOXC1/TWIST1/HEYL/SNAI1/ACTC1/FGFR1/FOXF1/MSX2,15
GO_BP,,,GO:0030282,bone mineralization,23/1059,128/18860,0.1796875,3.20010033050047,6.09172804512209,6.53612881565918e-07,2.07116183808308e-05,1.53247351447269e-05,FGFR2/COMP/WNT4/GREM1/BMP7/PTHLH/SOX9/TMEM119/LTF/SLC24A3/OSR1/COL1A2/PTN/BMPR1B/ASPN/MGP/PTH1R/PRICKLE1/LOX/TWIST1/PKDCC/FBN2/ECM1,23
