db,category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO_BP,,,GO:0014831,gastro-intestinal system smooth muscle contraction,5/1059,12/18860,0.416666666666667,7.42052250550834,5.42642080690719,0.000314203243343536,0.00383127729322081,0.00283480067588324,SULF1/PTGER3/SULF2/KIT/TACR2,5
GO_BP,,,GO:0061309,cardiac neural crest cell development involved in outflow tract morphogenesis,5/1059,12/18860,0.416666666666667,7.42052250550834,5.42642080690719,0.000314203243343536,0.00383127729322081,0.00283480067588324,HAND2/BMP7/SEMA3C/TWIST1/EDN1,5
GO_BP,,,GO:0006821,chloride transport,18/1059,129/18860,0.13953488372093,2.48501218789117,4.12790317157628,0.00031743000505497,0.00386115959694004,0.00285691089352009,CFTR/CLDN4/GABRB3/GLRB/SLC1A7/OCA2/TMC4/SLC4A3/TTYH1/CLIC6/GABRP/SLC26A9/KCNK2/CLIC5/SLC12A8/ANO4/SLC12A2/TTYH2,18
GO_BP,,,GO:0072189,ureter development,6/1059,18/18860,0.333333333333333,5.93641800440667,5.11057528864428,0.000319755566476527,0.00387052054311611,0.0028638371519232,SOX9/RET/OSR1/ALDH1A2/FOXF1/SOX8,6
GO_BP,,,GO:0097094,craniofacial suture morphogenesis,6/1059,18/18860,0.333333333333333,5.93641800440667,5.11057528864428,0.000319755566476527,0.00387052054311611,0.0028638371519232,FREM1/TWIST1/MMP16/MSX2/TGFB1/GLI3,6
GO_BP,,,GO:0032970,regulation of actin filament-based process,40/1059,402/18860,0.0995024875621891,1.77206507594229,3.8164512892167,0.000329924420864779,0.0039664013319787,0.00293478031376451,CCL21/WNT4/PDGFRA/PDPN/TACSTD2/FHOD3/ELN/F2RL1/ADORA1/RYR2/ARHGEF16/VANGL2/LPAR1/EPHA3/SFRP1/RGS4/PLEKHH2/CXCL12/SCIN/CCL11/CCL26/PLN/ARHGAP28/TGFB2/FZD10/HCN4/MYO3A/PRKD1/CORO2B/LIMCH1/SEMA5A/ARHGEF19/CACNA1C/PDGFA/BST1/EDN1/GJA5/NCK2/SYNPO2/TGFB1,40
GO_BP,,,GO:0014855,striated muscle cell proliferation,14/1059,87/18860,0.160919540229885,2.8658569676446,4.25457560020655,0.000330068372148579,0.0039664013319787,0.00293478031376451,FGFR2/HGF/WNT2/KCNK2/FOS/TGFB2/NDRG4/FOXC1/ANGPT1/GLI1/FGFR1/FES/ZFPM2/EPHB1,14
GO_BP,,,GO:0042310,vasoconstriction,14/1059,87/18860,0.160919540229885,2.8658569676446,4.25457560020655,0.000330068372148579,0.0039664013319787,0.00293478031376451,CRP/COMP/SVEP1/ADRA2A/MMP2/BDKRB2/ITGA9/OXTR/HRH2/KCNA5/KCNMB4/GRIP2/EDN1/GJA5,14
GO_BP,,,GO:0006820,monoatomic anion transport,22/1059,175/18860,0.125714285714286,2.23887764737623,4.01592876519617,0.00033352186297322,0.00399824401998017,0.00295834103948599,CFTR/CLDN4/GABRB3/GLRB/SLC1A7/OCA2/TMC4/SLC4A3/TTYH1/CLIC6/SLC4A11/GABRP/ABCC4/SLC26A9/KCNK2/CLIC5/SLC12A8/ANO4/SLC12A2/TRPA1/KCNQ1/TTYH2,22
GO_BP,,,GO:0060444,branching involved in mammary gland duct morphogenesis,7/1059,25/18860,0.28,4.98659112370161,4.86490089765992,0.000339352507391028,0.0040486300342215,0.00299562215914786,WNT4/PGR/TFAP2C/DDR1/CCL11/MSX2/TGFB1,7
GO_BP,,,GO:0098743,cell aggregation,7/1059,25/18860,0.28,4.98659112370161,4.86490089765992,0.000339352507391028,0.0040486300342215,0.00299562215914786,COL11A1/SOX9/LTF/BMPR1B/MGP/TGFB2/BARX2,7
GO_BP,,,GO:0045664,regulation of neuron differentiation,24/1059,199/18860,0.120603015075377,2.14784973023759,3.97035398113354,0.00034267747890448,0.0040785178410282,0.00301773644857458,ESRP1/SFRP2/BMP7/SOX9/SFRP1/BCL11A/CXCL12/PBX1/LTK/ID4/SOX11/GDF6/RAP1GAP/HEYL/BEND6/DLL1/CNTN4/FGFR1/NBL1/NLGN1/GPRC5B/DUOXA1/SOX8/GLI3,24
GO_BP,,,GO:0050817,coagulation,28/1059,248/18860,0.112903225806452,2.01072222729903,3.90792522535332,0.000347739425231463,0.00412888697023038,0.00305500507482584,COMP/PDGFRA/ANXA8/PDPN/SVEP1/ITPR3/F2RL1/FAP/ADRA2A/ANGPTL1/SERPINE2/FBLN1/F2RL2/COL3A1/SELP/C1QTNF1/EMILIN1/IL6/TFPI2/F2RL3/F3/THBS1/PLA2G4A/ANGPT1/MMRN1/PLAT/PDGFA/EDN1,28
GO_BP,,,GO:0086001,cardiac muscle cell action potential,14/1059,88/18860,0.159090909090909,2.83329041119409,4.20438463653392,0.000372586005107443,0.00441336994145126,0.00326549689188152,KCNH2/SLC4A3/RYR2/ANK3/KCNN2/SCN7A/CACNA1D/KCNE4/HCN4/KCNA5/CACNA1C/SCN3B/KCNQ1/GJA5,14
GO_BP,,,GO:0035767,endothelial cell chemotaxis,8/1059,33/18860,0.242424242424242,4.31739491229576,4.65209626706121,0.00037937059614086,0.00447243771516772,0.00330920173286252,SMOC2/THBS1/PRKD1/FGF1/SEMA5A/FGFR1/EGR3/NR4A1,8
GO_BP,,,GO:0046457,prostanoid biosynthetic process,8/1059,33/18860,0.242424242424242,4.31739491229576,4.65209626706121,0.00037937059614086,0.00447243771516772,0.00330920173286252,PTGDS/PTGES/PTGIS/CTHRC1/PTGS2/PLA2G4F/PLA2G4A/EDN1,8
GO_BP,,,GO:0030902,hindbrain development,21/1059,165/18860,0.127272727272727,2.26663232895528,3.9857946156781,0.000381412660269421,0.00448588176085194,0.00331914911773589,KNDC1/SEZ6L2/GABRB3/PTPRS/CNTN1/BMP7/SERPINE2/LPAR1/GLI2/EN2/ALDH1A2/BMP5/EGR2/FOXC1/FAIM2/ATP1B2/HAP1/DLL1/GLI1/EN1/EPHB1,21
GO_BP,,,GO:0007162,negative regulation of cell adhesion,34/1059,326/18860,0.104294478527607,1.85740686027448,3.80887118307298,0.000386207762192203,0.00453156513421276,0.00335295070602318,EPCAM/CCL21/POSTN/VTCN1/SPOCK1/TACSTD2/SPINT2/PLXNB3/CLEC4G/TRPV4/SERPINE2/COL1A1/FBLN1/TNC/MMP2/C1QTNF1/CXCL12/SEMA6A/CYP1B1/APOD/FZD7/THBS1/LGALS3/CORO2B/CDSN/ANGPT1/KLF4/SEMA5A/AJAP1/PLA2G5/ABCA12/TNFRSF21/TGFB1/GLI3,34
GO_BP,,,GO:0008016,regulation of heart contraction,26/1059,225/18860,0.115555555555556,2.05795824152765,3.89385878048011,0.000389312929437636,0.00455725135047585,0.00337195619626851,CACNA1H/KCNH2/SLC4A3/JPH1/ADORA1/RYR2/DES/KCNN2/RGS4/HSPB7/CACNA1D/PLN/KCNE4/TGFB2/KCND2/HCN4/ATP1B2/MYL3/KCNA5/JPH2/CACNA1C/SCN3B/KCNQ1/EDN1/GJA5/JPH3,26
GO_BP,,,GO:0006693,prostaglandin metabolic process,10/1059,50/18860,0.2,3.561850802644,4.42414699524903,0.000392511750387544,0.00457317554608438,0.0033837386690626,PTGDS/PTGES/PTGIS/CTHRC1/ATP6V1B1/PTGS2/PLA2G4F/PLA2G4A/GSTP1/EDN1,10
GO_BP,,,GO:0022602,ovulation cycle process,10/1059,50/18860,0.2,3.561850802644,4.42414699524903,0.000392511750387544,0.00457317554608438,0.0033837386690626,PDGFRA/EREG/PGR/MMP2/TNFAIP6/BMPR1B/TGFB2/PTX3/SLIT3/NPY5R,10
GO_BP,,,GO:0007599,hemostasis,28/1059,250/18860,0.112,1.99463644948064,3.86141339103037,0.000396355201905567,0.00460716619037429,0.0034088886892862,COMP/PDGFRA/ANXA8/PDPN/SVEP1/ITPR3/F2RL1/FAP/ADRA2A/ANGPTL1/SERPINE2/FBLN1/F2RL2/COL3A1/SELP/C1QTNF1/EMILIN1/IL6/TFPI2/F2RL3/F3/THBS1/PLA2G4A/ANGPT1/MMRN1/PLAT/PDGFA/EDN1,28
GO_BP,,,GO:0007204,positive regulation of cytosolic calcium ion concentration,21/1059,166/18860,0.126506024096386,2.25297791733506,3.9548630756407,0.000414074553416609,0.00480191352738375,0.00355298420634985,CD24/GPR35/ITPR3/JPH1/F2RL1/RYR2/TRPV4/ADCY5/LPAR1/C1QTNF1/PTGER1/BDKRB2/BDKRB1/GIPR/PTGER3/S1PR3/PTGIR/JPH2/CACNA1C/EDN1/JPH3,21
GO_BP,,,GO:0035904,aorta development,12/1059,69/18860,0.173913043478261,3.09726156751653,4.25683981282433,0.000417542394651233,0.0048306147279957,0.00357422051389599,LOXL1/NGFR/PCDHA10/COL3A1/PRICKLE1/TBX1/TGFB2/APLNR/EGR2/FKBP10/LOX/ADAMTS6,12
GO_BP,,,GO:0001938,positive regulation of endothelial cell proliferation,16/1059,110/18860,0.145454545454545,2.59043694737746,4.08034864579246,0.000418491446787165,0.0048306147279957,0.00357422051389599,PLXNB3/GDF2/CXCL12/CCL11/CCL26/SCG2/F3/TEK/APLNR/PRKD1/FGF7/SEMA5A/FGFR1/EGR3/ECM1/NR4A1,16
GO_BP,,,GO:0055002,striated muscle cell development,22/1059,178/18860,0.123595505617978,2.20114375444292,3.92715836618173,0.000423402377514529,0.00487598802808978,0.00360779267584871,KRT19/FLNC/PDGFRA/NEBL/DNER/ANKRD1/FHOD3/OBSCN/COL14A1/SGCD/OBSL1/MYH11/RGS4/MYOM2/PRICKLE1/PRKD1/FHL2/ACTC1/SGCB/PI16/EDN1/MYOM3,22
GO_BP,,,GO:0060048,cardiac muscle contraction,20/1059,155/18860,0.129032258064516,2.29796825977033,3.95763898554655,0.000434499597617254,0.00499222978786568,0.00369380112524015,KCNH2/JPH1/ADORA1/RYR2/SGCD/KCNN2/SCN7A/CACNA1D/PLN/KCNE4/HCN4/MYL3/ACTC1/KCNA5/JPH2/CACNA1C/SCN3B/KCNQ1/GJA5/JPH3,20
GO_BP,,,GO:0043586,tongue development,6/1059,19/18860,0.315789473684211,5.62397495154316,4.91841769988698,0.000445246893110142,0.00509219147867346,0.00376776378755273,HAND2/CYP26B1/TBX1/BNC2/KIT/GLI3,6
GO_BP,,,GO:0055064,chloride ion homeostasis,6/1059,19/18860,0.315789473684211,5.62397495154316,4.91841769988698,0.000445246893110142,0.00509219147867346,0.00376776378755273,CA12/STK39/ATP6V1B1/SLC12A8/SLC12A2/KCNQ1,6
GO_BP,,,GO:0060395,SMAD protein signal transduction,15/1059,100/18860,0.15,2.671388101983,4.08738925998753,0.000448624027345098,0.00511904710101345,0.00378763453313812,GREM1/VEPH1/BMP7/GDF2/OVOL2/EMILIN1/CILP/PMEPA1/BMPER/FOS/BMP5/TGFB2/GDF6/SMAD9/TGFB1,15
GO_BP,,,GO:0031102,neuron projection regeneration,11/1059,60/18860,0.183333333333333,3.26502990242367,4.28603536937397,0.000450290054756281,0.00512629982245422,0.00379300089481564,PTPRS/TNC/MMP2/PTN/RTN4RL1/APOD/NEFL/PRRX1/GAP43/KLF4/NTRK3,11
GO_BP,,,GO:0031032,actomyosin structure organization,25/1059,215/18860,0.116279069767442,2.0708434899093,3.85167067535154,0.000454672709492191,0.00516437609525948,0.0038211739127474,KRT19/WNT4/FLNC/PDGFRA/NEBL/ANKRD1/TACSTD2/FHOD3/ELN/OBSCN/LPAR1/SFRP1/OBSL1/MYH11/MYOM2/EPB41L1/ARHGAP28/PRKD1/CORO2B/CNN1/FHDC1/LIMCH1/ACTC1/EDN1/MYOM3,25
GO_BP,,,GO:0060047,heart contraction,29/1059,265/18860,0.109433962264151,1.9489372316354,3.79443783758628,0.000462869595061578,0.00521094135122938,0.00385562801486361,CACNA1H/KCNH2/SLC4A3/JPH1/ADORA1/RYR2/DES/SGCD/KCNN2/RGS4/SCN7A/HSPB7/CACNA1D/PLN/KCNE4/TGFB2/KCND2/HCN4/ATP1B2/MYL3/ACTC1/KCNA5/JPH2/CACNA1C/SCN3B/KCNQ1/EDN1/GJA5/JPH3,29
GO_BP,,,GO:0010811,positive regulation of cell-substrate adhesion,18/1059,133/18860,0.135338345864662,2.41027497923278,3.98089411532387,0.000463173303957169,0.00521094135122938,0.00385562801486361,CCL21/WNT4/CEACAM6/COL16A1/CCDC80/FBLN2/OLFM4/HAS2/FBLN1/SFRP1/ABI3BP/NPNT/COL8A1/EMILIN1/TEK/ITGA3/EGFL6/FOXF1,18
GO_BP,,,GO:0051209,release of sequestered calcium ion into cytosol,18/1059,133/18860,0.135338345864662,2.41027497923278,3.98089411532387,0.000463173303957169,0.00521094135122938,0.00385562801486361,CCL21/ITPR3/JPH1/RYR2/F2RL3/PLN/APLNR/BDKRB1/PRKD1/SNCA/HAP1/PLCB4/NTSR1/JPH2/CACNA1C/PLCE1/JPH3/TGFB1,18
GO_BP,,,GO:0046545,development of primary female sexual characteristics,16/1059,111/18860,0.144144144144144,2.56709967758126,4.03881691376066,0.000463992455056996,0.00521094135122938,0.00385562801486361,WNT4/PDGFRA/EREG/INHA/SFRP1/PGR/MMP2/TNFAIP6/BMPR1B/PTX3/SLIT3/FOXC1/PCYT1B/KIT/ZFPM2/DACH1,16
GO_BP,,,GO:0030850,prostate gland development,10/1059,51/18860,0.196078431372549,3.49201059082745,4.34647542780491,0.000464009450973792,0.00521094135122938,0.00385562801486361,FGFR2/BMP7/SULF1/SOX9/SFRP1/TNC/MMP2/ID4/GLI1/CRIP1,10
GO_BP,,,GO:0001843,neural tube closure,14/1059,90/18860,0.155555555555556,2.77032840205645,4.10608623042427,0.000471793497375851,0.0052524727601528,0.00388635752282557,SPINT1/SFRP2/SPINT2/GRHL2/CTHRC1/VANGL2/PTK7/SFRP1/ST14/PRICKLE1/TGFB2/LHX2/TWIST1/TGFB1,14
GO_BP,,,GO:0034505,tooth mineralization,8/1059,34/18860,0.235294117647059,4.19041270899295,4.54142773804719,0.000471930718349407,0.0052524727601528,0.00388635752282557,CFTR/ITGB6/COL1A1/ASPN/TBX1/FGFR1/MSX2/TGFB1,8
GO_BP,,,GO:0060603,mammary gland duct morphogenesis,8/1059,34/18860,0.235294117647059,4.19041270899295,4.54142773804719,0.000471930718349407,0.0052524727601528,0.00388635752282557,FGFR2/WNT4/PGR/TFAP2C/DDR1/CCL11/MSX2/TGFB1,8
GO_BP,,,GO:0061037,negative regulation of cartilage development,8/1059,34/18860,0.235294117647059,4.19041270899295,4.54142773804719,0.000471930718349407,0.0052524727601528,0.00388635752282557,EFEMP1/GREM1/PTHLH/SOX9/TGFB2/CTSK/FRZB/GLI3,8
GO_BP,,,GO:0030193,regulation of blood coagulation,12/1059,70/18860,0.171428571428571,3.05301497369486,4.1972308575734,0.00047859869303054,0.00531479575407798,0.00393247093404088,PDGFRA/F2RL1/FAP/SERPINE2/C1QTNF1/EMILIN1/F3/THBS1/ANGPT1/PLAT/PDGFA/EDN1,12
GO_BP,,,GO:0033690,positive regulation of osteoblast proliferation,5/1059,13/18860,0.384615384615385,6.8497130820077,5.14600538483589,0.000487027521431078,0.00536053521929118,0.00396631402525496,CTHRC1/TMEM119/LTF/FBLN5/SOX8,5
GO_BP,,,GO:0042045,epithelial fluid transport,5/1059,13/18860,0.384615384615385,6.8497130820077,5.14600538483589,0.000487027521431078,0.00536053521929118,0.00396631402525496,CFTR/SLC5A1/PKP1/AQP1/EDN1,5
GO_BP,,,GO:1900115,extracellular regulation of signal transduction,5/1059,13/18860,0.384615384615385,6.8497130820077,5.14600538483589,0.000487027521431078,0.00536053521929118,0.00396631402525496,GREM1/LTBP1/FBN1/NBL1/FBN2,5
GO_BP,,,GO:1900116,extracellular negative regulation of signal transduction,5/1059,13/18860,0.384615384615385,6.8497130820077,5.14600538483589,0.000487027521431078,0.00536053521929118,0.00396631402525496,GREM1/LTBP1/FBN1/NBL1/FBN2,5
GO_BP,,,GO:0090257,regulation of muscle system process,29/1059,266/18860,0.109022556390977,1.94161039993752,3.77233941906155,0.000492377980264589,0.00540746236604047,0.0040010358940055,GATA5/HAND2/JPH1/ADORA1/RYR2/TRPV4/ADRA2A/PDE9A/RGS4/NPNT/PLN/APLNR/HCN4/PRKD1/IGFBP5/NR4A3/CNN1/MYOCD/MYL3/KLF4/PI16/JPH2/KIT/CACNA1C/TACR2/KCNQ1/EDN1/GJA5/JPH3,29
GO_BP,,,GO:0031345,negative regulation of cell projection organization,23/1059,192/18860,0.119791666666667,2.13340022033365,3.85008325773344,0.00049660410459164,0.00543068482522321,0.00401821842556056,CCL21/STMN2/SPOCK1/PTPRS/TACSTD2/PLXNB3/TRPV4/LPAR1/BCL11A/RTN4RL1/ITGA3/STMN3/CRMP1/RAP1GAP/EFNB3/FAT3/ULK2/SEMA5A/NLGN1/PLXNA3/SEMA6D/DPYSL3/NFATC4,23
GO_BP,,,GO:0016358,dendrite development,27/1059,241/18860,0.112033195020747,1.9952276280371,3.79260732313855,0.000496675697583229,0.00543068482522321,0.00401821842556056,CTNND2/KNDC1/DCDC2/VLDLR/PTPRS/SDK1/BMP7/LPAR1/EPHB3/TPBG/OBSL1/BCL11A/TNIK/PTN/PRICKLE1/BMP5/MARK1/MAP6/FAT3/TANC2/MAP1A/DBN1/NLGN1/ZDHHC15/EPHB1/NCK2/NFATC4,27
GO_BP,,,GO:0051283,negative regulation of sequestering of calcium ion,18/1059,134/18860,0.134328358208955,2.39228785252209,3.94497298822506,0.000507566986000062,0.00552932565530227,0.00409120376971003,CCL21/ITPR3/JPH1/RYR2/F2RL3/PLN/APLNR/BDKRB1/PRKD1/SNCA/HAP1/PLCB4/NTSR1/JPH2/CACNA1C/PLCE1/JPH3/TGFB1,18
GO_BP,,,GO:0051047,positive regulation of secretion,34/1059,331/18860,0.102719033232628,1.82934935483227,3.71287755923631,0.00050903138696049,0.00552932565530227,0.00409120376971003,PDX1/CFTR/PTGES/ANKRD1/INHA/F2RL1/ADORA1/ACHE/F2RL2/GAL/C1QTNF1/CXCL12/PLA2R1/SCIN/RAB27B/RAB3D/TGFB2/SOX11/PRKD1/TMEM132A/GABBR1/GIPR/PLA2G4A/SNCA/AQP1/SLC12A2/FGFR1/NTSR1/NLGN1/TACR2/NEGR1/TRPA1/EDN1/TGFB1,34
GO_BP,,,GO:0070371,ERK1 and ERK2 cascade,34/1059,331/18860,0.102719033232628,1.82934935483227,3.71287755923631,0.00050903138696049,0.00552932565530227,0.00409120376971003,FGFR2/WNK2/CCL21/PDGFRA/PKHD1/HAND2/F2RL1/SOX9/TRPV4/ARHGAP8/FBLN1/TPBG/NPNT/EMILIN1/SEMA6A/CCL11/BMPER/TNFAIP8L3/TEK/NDRG4/FGF1/PSCA/GPBAR1/ANGPT1/KLF4/NPY5R/GSTP1/PLA2G5/PTPRR/EPHB1/PDGFA/EDN1/PDGFD/TGFB1,34
GO_BP,,,GO:0045926,negative regulation of growth,26/1059,229/18860,0.11353711790393,2.02201137268,3.79525094441374,0.000510789925703329,0.00553633960865809,0.0040963934644755,PTPRS/SFRP2/PTK6/GDF2/SERPINE2/CRYAB/SFRP1/RGS4/KCNK2/BCL11A/TMPRSS4/TGFB2/BDKRB1/WFDC1/IGFBP5/SLIT3/DACT3/ULK2/SEMA5A/PI16/FRZB/PLXNA3/STC2/RERG/SEMA6D/TGFB1,26
GO_BP,,,GO:0042552,myelination,20/1059,157/18860,0.127388535031847,2.26869477875414,3.89346658726332,0.000513747630528599,0.0055562923084343,0.00411115666809728,TMEM163/FA2H/NTRK2/CNTN1/LPAR1/PTN/ID4/GPC1/EGR2/MARVELD1/PTPRZ1/ITGB4/TSPAN2/JAM2/NFASC/NTRK3/TNFRSF21/CLDN5/DHH/TGFB1,20
GO_BP,,,GO:0060350,endochondral bone morphogenesis,11/1059,61/18860,0.180327868852459,3.21150482205607,4.21959281779152,0.000521906032566595,0.00562009201735673,0.00415836271561946,COMP/SOX9/TRPV4/COL1A1/TMEM119/COL3A1/GALNT3/BMPR1B/FOXC1/COL13A1/MMP16,11
GO_BP,,,GO:0071715,icosanoid transport,11/1059,61/18860,0.180327868852459,3.21150482205607,4.21959281779152,0.000521906032566595,0.00562009201735673,0.00415836271561946,PTGES/SLCO2A1/ABCC4/PLA2R1/BDKRB2/PTGS2/PLA2G4F/PLA2G4A/NTSR1/PLA2G5/EDN1,11
GO_BP,,,GO:0055013,cardiac muscle cell development,14/1059,91/18860,0.153846153846154,2.73988523280308,4.05794205516364,0.000529296257536846,0.00567510534751252,0.00419906763295452,PDGFRA/NEBL/FHOD3/COL14A1/SGCD/OBSL1/MYH11/RGS4/PRICKLE1/FHL2/ACTC1/SGCB/PI16/EDN1,14
GO_BP,,,GO:0060606,tube closure,14/1059,91/18860,0.153846153846154,2.73988523280308,4.05794205516364,0.000529296257536846,0.00567510534751252,0.00419906763295452,SPINT1/SFRP2/SPINT2/GRHL2/CTHRC1/VANGL2/PTK7/SFRP1/ST14/PRICKLE1/TGFB2/LHX2/TWIST1/TGFB1,14
GO_BP,,,GO:0001936,regulation of endothelial cell proliferation,22/1059,181/18860,0.121546961325967,2.16466070878917,3.84013958569546,0.000533755465177026,0.0057063494672862,0.00422218547201266,PLXNB3/SULF1/GDF2/COL4A3/NGFR/ALDH1A2/CXCL12/CCL11/CCL26/SCG2/F3/TEK/APLNR/THBS1/PRKD1/CCL2/FGF7/SEMA5A/FGFR1/EGR3/ECM1/NR4A1,22
GO_BP,,,GO:0086091,regulation of heart rate by cardiac conduction,9/1059,43/18860,0.209302325581395,3.72751828183675,4.36728783353545,0.000535651296728172,0.0057063494672862,0.00422218547201266,KCNH2/CACNA1D/KCNE4/HCN4/KCNA5/CACNA1C/SCN3B/KCNQ1/GJA5,9
GO_BP,,,GO:1904861,excitatory synapse assembly,9/1059,43/18860,0.209302325581395,3.72751828183675,4.36728783353545,0.000535651296728172,0.0057063494672862,0.00422218547201266,PTPRS/CSMD2/PTPN13/NPTX1/PRICKLE1/FGFR1/NLGN1/NTRK3/LRFN4,9
GO_BP,,,GO:0006692,prostanoid metabolic process,10/1059,52/18860,0.192307692307692,3.42485654100385,4.27072418102187,0.000545986110175693,0.00577778066720717,0.00427503813662491,PTGDS/PTGES/PTGIS/CTHRC1/ATP6V1B1/PTGS2/PLA2G4F/PLA2G4A/GSTP1/EDN1,10
GO_BP,,,GO:0043114,regulation of vascular permeability,10/1059,52/18860,0.192307692307692,3.42485654100385,4.27072418102187,0.000545986110175693,0.00577778066720717,0.00427503813662491,C2CD4A/TRPV4/BDKRB2/TEK/ANGPT1/C2CD4B/PTP4A3/TACR2/CLDN5/TGFB1,10
GO_BP,,,GO:0097120,receptor localization to synapse,13/1059,81/18860,0.160493827160494,2.85827533545507,4.0879111818855,0.000546997641001043,0.00577778066720717,0.00427503813662491,GPC4/OLFM1/NPTX1/DLG3/KIF5C/LRRC7/GRIP1/DBN1/NLGN1/TMEM108/CNIH3/CACNA2D2/GRIP2,13
GO_BP,,,GO:0007566,embryo implantation,12/1059,71/18860,0.169014084507042,3.01001476279775,4.13867857233993,0.000547001948593885,0.00577778066720717,0.00427503813662491,PTGIS/FBLN1/TIMP1/DDR1/MMP2/PTGS2/PCSK5/ITGB4/TEAD4/STC2/FBN2/TPPP3,12
GO_BP,,,GO:0001704,formation of primary germ layer,18/1059,135/18860,0.133333333333333,2.37456720176267,3.90937254251909,0.000555584552767427,0.00585600243647871,0.00433291521192617,FGFR2/COL11A1/SFRP2/BMP7/COL5A1/EYA2/MMP2/COL8A1/FZD7/ITGA3/NR4A3/COL12A1/FOXC1/ITGB4/SNAI1/KLF4/FGFR1/FOXF1,18
GO_BP,,,GO:0048675,axon extension,16/1059,113/18860,0.141592920353982,2.5216642850577,3.95710240737006,0.000567851723823367,0.00597264762372357,0.00441922216136712,PTPRS/PLXNA4/OLFM1/BCL11A/CXCL12/NDN/DCLK1/LHX2/SLIT3/ULK2/ISLR2/SEMA5A/PLXNA3/NTRK3/SEMA6D/EDN1,16
GO_BP,,,GO:0031099,regeneration,23/1059,194/18860,0.118556701030928,2.11140640362918,3.79518751958524,0.00057502758034123,0.00603536331687261,0.00446562613469527,PDX1/POSTN/PTPRS/LGR6/KLF5/TNC/MMP2/CXCL12/PTN/IL6/RTN4RL1/APOD/FZD7/NEFL/PTPRU/PRRX1/SULF2/GAP43/GLI1/KLF4/GSTP1/NTRK3/TGFB1,23
GO_BP,,,GO:0010464,regulation of mesenchymal cell proliferation,8/1059,35/18860,0.228571428571429,4.07068663159315,4.43493376624411,0.000581980865420904,0.00606992621691614,0.00449119957271742,FGFR2/SOX9/WNT2/TBX1/PRRX1/FGFR1/FOXF1/PDGFA,8
GO_BP,,,GO:0048333,mesodermal cell differentiation,8/1059,35/18860,0.228571428571429,4.07068663159315,4.43493376624411,0.000581980865420904,0.00606992621691614,0.00449119957271742,FGFR2/SFRP2/EYA2/ITGA3/ITGB4/KLF4/FGFR1/FOXF1,8
GO_BP,,,GO:0098868,bone growth,8/1059,35/18860,0.228571428571429,4.07068663159315,4.43493376624411,0.000581980865420904,0.00606992621691614,0.00449119957271742,FGFR2/COMP/EVC/SOX9/FBLN5/BNC2/MSX2/ECM1,8
GO_BP,,,GO:0030048,actin filament-based movement,19/1059,147/18860,0.129251700680272,2.30187636905565,3.86493160388313,0.000585257423255157,0.00609132987592972,0.00450703635569981,KCNH2/PDPN/MYO7B/ADORA1/RYR2/SGCD/KCNN2/SCN7A/CACNA1D/PLN/KCNE4/HCN4/LIMCH1/ACTC1/KCNA5/CACNA1C/SCN3B/KCNQ1/GJA5,19
GO_BP,,,GO:0055008,cardiac muscle tissue morphogenesis,11/1059,62/18860,0.17741935483871,3.1597063571842,4.15451029002063,0.000602789108897065,0.00626070107883695,0.00463235581543355,FGFR2/COL11A1/ANKRD1/RYR2/WNT2/TGFB2/FOXC1/MYL3/ACTC1/ZFPM2/TGFB1,11
GO_BP,,,GO:0051282,regulation of sequestering of calcium ion,18/1059,136/18860,0.132352941176471,2.35710714880853,3.87408715161628,0.000607465821734594,0.00629613013152001,0.00465857012852166,CCL21/ITPR3/JPH1/RYR2/F2RL3/PLN/APLNR/BDKRB1/PRKD1/SNCA/HAP1/PLCB4/NTSR1/JPH2/CACNA1C/PLCE1/JPH3/TGFB1,18
GO_BP,,,GO:0032890,regulation of organic acid transport,12/1059,72/18860,0.166666666666667,2.96820900220334,4.08114754969953,0.000623435278179055,0.00644821311630104,0.00477109786145564,PTGES/ADORA1/RGS4/PLA2R1/THBS1/GABBR1/PLA2G4A/SNCA/SLC12A2/NPY5R/NTSR1/EDN1,12
GO_BP,,,GO:0006029,proteoglycan metabolic process,16/1059,114/18860,0.140350877192982,2.49954442290807,3.9169007350524,0.000626843895067905,0.00645662190054415,0.00477731960564991,B3GNT3/B3GAT1/COL11A1/SULF1/VANGL2/CHST8/GALNT3/BMPR1B/DSEL/GPC1/FOXL1/SULF2/ANGPT1/CHST1/CHST6/XYLT1,16
GO_BP,,,GO:0042472,inner ear morphogenesis,16/1059,114/18860,0.140350877192982,2.49954442290807,3.9169007350524,0.000626843895067905,0.00645662190054415,0.00477731960564991,FGFR2/COL11A1/SOX9/CTHRC1/ALDH1A3/VANGL2/PTK7/ATP6V1B1/TBX1/MYO3A/NR4A3/PRRX1/FZD2/FGFR1/FRZB/KCNQ1,16
GO_BP,,,GO:0048013,ephrin receptor signaling pathway,10/1059,53/18860,0.188679245283019,3.36023660626793,4.19680532741308,0.000639591529838605,0.00655430081012051,0.00484959321512646,EPHA10/EPHB6/EPHB3/EPHA3/MMP2/EPHA6/EFNB3/NTRK3/EPHB1/NCK2,10
